,Age,Gender,Country,Mental health issue inteferes with work,Do you work remotely?,mental health benefits by employer,Negative impacts from discussing mental health issues with employer,Comfortable discussing mental health issues with corworkers,Comfortable discussing mental health issues with direct supervisor(s),Bring up mental health issues in an interview,year,Diagonosed with a mental health condition,Mental health conditionn(s)
1607,39.0,Male,United States of America,Not applicable to me,No,Don't know,Maybe,Maybe,No,Maybe,2016,No,
1608,27.0,Female,United States of America,Not applicable to me,Sometimes,Yes,No,Yes,No,Maybe,2016,No,
1609,28.0,Male,United States of America,Often,Sometimes,Yes,Maybe,Yes,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1610,36.0,Male,United States of America,Often,Yes,Don't know,Maybe,Maybe,No,No,2016,No,
1612,51.0,Male,United States of America,Sometimes,No,Yes,No,Maybe,No,No,2016,No,
1614,36.0,Male,United States of America,Sometimes,Sometimes,,,,,No,2016,No,
1615,28.0,Male,United States of America,Often,Sometimes,No,No,Yes,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
1616,40.0,Male,United States of America,Not applicable to me,Yes,Don't know,Yes,No,No,No,2016,No,
1617,35.0,Female,United States of America,Often,Sometimes,Yes,No,Yes,Yes,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)"
1618,38.0,Male,United States of America,Often,No,Yes,Yes,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1619,29.0,Male,United States of America,Often,Yes,Yes,Yes,No,No,No,2016,No,
1621,31.0,Female,United States of America,Often,Yes,Yes,Maybe,Yes,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1622,45.0,Male,United States of America,Not applicable to me,Sometimes,No,Yes,Maybe,No,No,2016,No,
1623,26.0,Male,United States of America,Sometimes,Sometimes,Don't know,No,Maybe,No,No,2016,No,
1624,42.0,Male,United States of America,Not applicable to me,Yes,Yes,No,Yes,Yes,Yes,2016,No,
1625,28.0,Female,United States of America,Not applicable to me,Yes,Yes,No,Maybe,Yes,No,2016,No,
1627,39.0,Female,United States of America,Often,Sometimes,Yes,Maybe,Yes,Yes,Yes,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder"
1628,34.0,Male,United States of America,Rarely,Sometimes,Yes,Maybe,Maybe,No,No,2016,Yes,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)|Addictive Disorder"
1629,28.0,Female,United States of America,Often,Yes,Don't know,No,Yes,No,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
1630,35.0,Female,United States of America,Not applicable to me,Sometimes,Yes,Maybe,Maybe,I don't know,No,2016,No,
1632,99.0,Others,United States of America,Often,Sometimes,Yes,No,Yes,No,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder"
1637,28.0,Female,United States of America,Often,Sometimes,Yes,Yes,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
1638,26.0,Female,United States of America,Often,Yes,,,,,Yes,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Eating Disorder (Anorexia, Bulimia, etc)|Attention Deficit Hyperactivity Disorder"
1641,33.0,Male,United States of America,Often,Sometimes,Yes,No,Maybe,Yes,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder"
1642,28.0,Female,United States of America,Sometimes,Sometimes,Yes,No,Maybe,Yes,No,2016,No,
1643,32.0,Male,United States of America,Often,Sometimes,Yes,No,Maybe,Yes,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
1645,35.0,Male,United States of America,Often,Yes,Don't know,Maybe,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1647,38.0,Female,United States of America,Not applicable to me,Yes,,,,,Maybe,2016,No,
1648,24.0,Female,United States of America,Often,Sometimes,Don't know,Yes,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1649,30.0,Male,United States of America,Often,Sometimes,Yes,No,Yes,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1650,47.0,Female,United States of America,Often,Sometimes,Yes,Yes,No,I don't know,No,2016,No,
1651,26.0,Female,United States of America,Not applicable to me,No,Yes,Maybe,No,I don't know,No,2016,No,
1652,32.0,Male,United States of America,Often,Yes,Yes,No,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
1653,32.0,Male,United States of America,Sometimes,Sometimes,Don't know,Maybe,No,No,No,2016,No,
1654,37.0,Male,United States of America,Often,Yes,Don't know,No,Yes,I don't know,Yes,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1658,30.0,Male,United States of America,Rarely,Sometimes,Don't know,No,Maybe,Yes,No,2016,No,
1659,42.0,Female,United States of America,Often,Yes,,,,,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes"
1660,34.0,Male,United States of America,Not applicable to me,No,Yes,Maybe,Maybe,No,Maybe,2016,No,
1661,32.0,Male,United States of America,Often,Sometimes,Yes,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder"
1663,31.0,Female,United States of America,Sometimes,Yes,,,,,Maybe,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1664,31.0,Male,United States of America,Often,Yes,Don't know,Yes,Maybe,Yes,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1666,30.0,Male,United States of America,Sometimes,Sometimes,,,,,Maybe,2016,No,
1667,36.0,Male,United States of America,Often,Sometimes,Yes,Maybe,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder"
1668,38.0,Male,United States of America,Not applicable to me,Yes,Yes,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Paranoid, etc)"
1669,24.0,Male,United States of America,Often,Sometimes,Yes,No,Yes,No,No,2016,Yes,Attention Deficit Hyperactivity Disorder
1670,26.0,Male,United States of America,Rarely,Sometimes,Don't know,Maybe,No,No,No,2016,No,
1671,37.0,Male,United States of America,Sometimes,No,Yes,Maybe,Maybe,Yes,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1681,23.0,Female,United States of America,Not applicable to me,No,Yes,No,Maybe,No,No,2016,No,
1682,30.0,Male,United States of America,Sometimes,Sometimes,Yes,No,Yes,Yes,Yes,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder|Substance Use Disorder"
1683,40.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,No,I don't know,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
1684,46.0,Male,United States of America,Sometimes,Sometimes,Don't know,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder"
1685,26.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,No,Yes,No,Maybe,2016,No,
1686,30.0,Male,United States of America,Not applicable to me,Sometimes,Yes,Maybe,No,Yes,No,2016,No,
1687,27.0,Female,United States of America,Not applicable to me,Yes,No,Yes,No,No,No,2016,No,
1688,35.0,Male,United States of America,Sometimes,Yes,,,,,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1689,26.0,Female,United States of America,Often,Sometimes,Yes,Maybe,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1693,27.0,Male,United States of America,Often,Sometimes,,,,,No,2016,No,
1698,44.0,Male,United States of America,Sometimes,Yes,Yes,Maybe,Yes,No,Maybe,2016,No,
1699,27.0,Male,United States of America,Not applicable to me,Sometimes,Yes,Maybe,Maybe,I don't know,No,2016,No,
1700,57.0,Female,United States of America,Sometimes,Sometimes,Yes,No,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
1701,34.0,Male,United States of America,Not applicable to me,Sometimes,,,,,Maybe,2016,No,
1702,38.0,Male,United States of America,Sometimes,Sometimes,,,,,No,2016,Yes,Obsessive-Compulsive Disorder
1703,55.0,Male,United States of America,Often,Yes,,,,,Maybe,2016,Yes,Attention Deficit Hyperactivity Disorder
1705,35.0,Male,United States of America,Sometimes,No,Don't know,Yes,No,No,No,2016,No,
1706,26.0,Male,United States of America,Often,Yes,Yes,Maybe,Maybe,No,No,2016,Yes,Attention Deficit Hyperactivity Disorder
1707,22.0,Female,United States of America,Not applicable to me,No,Don't know,No,Maybe,Yes,Maybe,2016,No,
1708,31.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,Maybe,Maybe,No,No,2016,No,
1711,26.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,Maybe,No,No,2016,Yes,Post-traumatic Stress Disorder
1712,36.0,Male,United States of America,Sometimes,Sometimes,No,Yes,No,No,No,2016,No,
1713,33.0,Male,United States of America,Often,Sometimes,Yes,No,Yes,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1714,24.0,Female,United States of America,Often,Sometimes,Yes,No,Yes,Yes,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1716,33.0,Male,United States of America,Rarely,Yes,Yes,No,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1717,37.0,Female,United States of America,Sometimes,Sometimes,Yes,Maybe,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1718,29.0,Male,United States of America,Sometimes,Yes,Yes,No,Yes,No,Maybe,2016,No,
1719,38.0,Male,United States of America,Not applicable to me,Sometimes,No,No,Yes,Yes,No,2016,No,
1720,33.0,Male,United States of America,Not applicable to me,Sometimes,No,Maybe,No,No,No,2016,No,
1722,23.0,Male,United States of America,Sometimes,Sometimes,Yes,No,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
1723,30.0,Male,United States of America,Not applicable to me,Sometimes,,,,,No,2016,No,
1724,30.0,Male,United States of America,Sometimes,No,Don't know,Yes,No,No,No,2016,Yes,Post-traumatic Stress Disorder
1725,28.0,Male,United States of America,Not applicable to me,Sometimes,Yes,No,Yes,No,No,2016,No,
1726,39.0,Male,United States of America,Often,No,Yes,No,Maybe,No,No,2016,No,
1727,24.0,Female,United States of America,Sometimes,No,No,Yes,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Eating Disorder (Anorexia, Bulimia, etc)"
1729,35.0,Male,United States of America,Often,Sometimes,Yes,No,Maybe,Yes,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1730,23.0,Male,United States of America,Not applicable to me,No,No,No,Yes,No,Maybe,2016,No,
1731,37.0,Male,United States of America,Not applicable to me,Sometimes,Yes,No,Maybe,I don't know,Maybe,2016,No,
1732,35.0,Male,United States of America,Not applicable to me,Sometimes,Yes,No,Maybe,No,Maybe,2016,No,
1733,27.0,Male,United States of America,Sometimes,Sometimes,Yes,No,Maybe,No,Maybe,2016,No,
1734,27.0,Female,United States of America,Sometimes,Yes,Don't know,No,Maybe,No,Maybe,2016,No,
1735,27.0,Female,United States of America,Not applicable to me,No,Yes,Maybe,No,No,No,2016,No,
1736,42.0,Male,United States of America,Sometimes,Sometimes,Don't know,Maybe,No,No,No,2016,Yes,Post-traumatic Stress Disorder
1737,32.0,Male,United States of America,Not applicable to me,No,Yes,Maybe,No,No,No,2016,No,
1740,28.0,Male,United States of America,Not applicable to me,Sometimes,Don't know,Yes,No,No,No,2016,No,
1741,32.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1742,43.0,Male,United States of America,Sometimes,Yes,,,,,No,2016,No,
1743,34.0,Male,United States of America,Sometimes,No,Yes,Maybe,Maybe,Yes,Maybe,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
1744,61.0,Female,United States of America,Sometimes,Sometimes,Don't know,Maybe,No,No,Maybe,2016,No,
1745,50.0,Male,United States of America,Sometimes,Yes,,,,,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
1749,34.0,Male,United States of America,Often,Yes,Don't know,No,Yes,I don't know,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1750,43.0,Male,United States of America,Sometimes,Yes,No,Maybe,Yes,No,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1751,43.0,Female,United States of America,Rarely,Sometimes,Yes,Yes,No,No,No,2016,No,
1752,44.0,Male,United States of America,Often,Yes,No,Maybe,No,Yes,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1753,35.0,Male,United States of America,Sometimes,Sometimes,Don't know,Maybe,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1754,50.0,Male,United States of America,Not applicable to me,Yes,Yes,No,Maybe,No,Maybe,2016,No,
1755,29.0,Male,United States of America,Often,Sometimes,Yes,Maybe,Maybe,No,Maybe,2016,Yes,Substance Use Disorder
1756,29.0,Male,United States of America,Often,No,Yes,No,Yes,Yes,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1760,46.0,Male,United States of America,Sometimes,Yes,Don't know,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1762,23.0,Others,United States of America,Often,Sometimes,Yes,Yes,Maybe,No,No,2016,No,
1763,41.0,Male,United States of America,Often,Sometimes,Don't know,Maybe,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1765,55.0,Male,United States of America,Often,Sometimes,No,Yes,No,No,No,2016,Yes,"Psychotic Disorder (Schizophrenia, Schizoaffective, etc)"
1766,34.0,Male,United States of America,Often,Sometimes,No,Yes,Maybe,No,No,2016,No,
1767,28.0,Female,United States of America,Often,Yes,Yes,No,Yes,No,Maybe,2016,No,
1768,33.0,Male,United States of America,Often,Sometimes,Yes,No,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Attention Deficit Hyperactivity Disorder"
1769,29.0,Male,United States of America,Sometimes,Sometimes,Yes,Yes,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes"
1770,33.0,Female,United States of America,Sometimes,Sometimes,Yes,No,Maybe,Yes,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1771,28.0,Male,United States of America,Not applicable to me,Sometimes,,,,,Maybe,2016,No,
1772,28.0,Male,United States of America,Often,Sometimes,Yes,Maybe,No,Yes,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
1773,32.0,Male,United States of America,Rarely,Sometimes,Yes,No,Yes,Yes,No,2016,No,
1774,36.0,Female,United States of America,Often,No,Yes,No,No,No,No,2016,No,
1779,61.0,Female,United States of America,Often,Sometimes,,,,,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
1780,29.0,Female,United States of America,Often,Sometimes,Don't know,Yes,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1782,37.0,Male,United States of America,Not applicable to me,Yes,,,,,No,2016,No,
1787,38.0,Female,United States of America,Sometimes,No,Don't know,Maybe,Maybe,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1789,25.0,Male,United States of America,Often,Sometimes,No,No,No,No,Yes,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1792,27.0,Male,United States of America,Rarely,No,Don't know,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
1793,24.0,Male,United States of America,Often,Sometimes,No,Maybe,No,No,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
1796,40.0,Female,United States of America,Often,No,No,Yes,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1797,30.0,Male,United States of America,Often,Yes,No,Maybe,No,No,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1801,30.0,Male,United States of America,Sometimes,Sometimes,,,,,No,2016,No,
1808,32.0,Male,United States of America,Sometimes,Sometimes,No,Maybe,Yes,No,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
1809,34.0,Male,United States of America,Not applicable to me,Sometimes,Yes,Maybe,Maybe,I don't know,No,2016,No,
1810,41.0,Male,United States of America,Sometimes,Yes,Don't know,No,Maybe,No,Maybe,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder"
1811,32.0,Male,United States of America,Not applicable to me,Yes,Don't know,No,Yes,No,Maybe,2016,No,
1812,47.0,Male,United States of America,Sometimes,Sometimes,Yes,Maybe,No,I don't know,No,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
1813,29.0,Male,United States of America,Not applicable to me,Yes,Don't know,No,No,No,No,2016,No,
1814,36.0,Male,United States of America,Rarely,Sometimes,Yes,Maybe,Yes,Yes,Maybe,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)"
1815,32.0,Male,United States of America,Often,Sometimes,No,Yes,Maybe,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)"
1816,29.0,Male,United States of America,Rarely,Sometimes,Don't know,No,Maybe,No,No,2016,No,
1818,32.0,Female,United States of America,Often,Sometimes,Yes,Yes,No,No,No,2016,Yes,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Post-traumatic Stress Disorder"
1819,19.0,Female,United States of America,Not applicable to me,No,Yes,No,No,No,Maybe,2016,No,
1821,32.0,Queer/Non-binary,United States of America,Not applicable to me,Yes,Don't know,No,Maybe,No,Yes,2016,Yes,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)"
